metric,mode_a,mode_b,bound_ref,pval_v11,sig_v11,pval_frac025,sig_frac025,preserved_sig
MC,global_sign_pres,ws_p0.1+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,local_sign,local_sign+binary,0.02124514592876728,0.9938355088552141,False,0.23494631691233575,False,False
MC,local_sign,local_sign+flat,0.02124514592876728,3.3461555035344166e-05,True,0.0003067143341127826,True,True
MC,local_sign,local_sign+sample,0.02124514592876728,0.9502442645499856,False,0.7005060998898214,False,False
MC,local_sign,real,0.02124514592876728,0.004250450464037839,True,0.28309533599575726,False,False
MC,local_sign,shuffle,0.02124514592876728,0.9999995982376024,False,0.8596362435677918,False,False
MC,local_sign,ws_p0.1+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,local_sign+binary,local_sign+flat,0.02124514592876728,0.023907434026701136,True,0.0330408705256802,True,True
MC,local_sign+binary,local_sign+sample,0.02124514592876728,1.0,False,0.9999932769378671,False,False
MC,local_sign+binary,real,0.02124514592876728,0.000978925026302279,True,4.440269210510407e-06,True,True
MC,local_sign+binary,shuffle,0.02124514592876728,1.0,False,0.9999998787236459,False,False
MC,local_sign+binary,ws_p0.1+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,local_sign+flat,local_sign+sample,0.02124514592876728,0.9999999995480857,False,0.9445957771323751,False,False
MC,local_sign+flat,real,0.02124514592876728,1.6312491082863468e-12,True,0.04888827927878793,True,True
MC,local_sign+flat,shuffle,0.02124514592876728,1.0,False,0.9873931099153922,False,False
MC,local_sign+flat,ws_p0.1+randN,0.02124514592876728,1.0,False,1.0,False,False
MC,local_sign+sample,real,0.02124514592876728,0.9999999999990596,False,0.9999937774173923,False,False
MC,local_sign+sample,shuffle,0.02124514592876728,6.683078123552686e-07,True,1.546423882837574e-05,True,True
