model,neuron_bias,capacity_threshold,order,parity,mean_ipc_contrib,std_ipc_contrib,median_ipc_contrib,ratio_to_order3
global_sign_pres_real_weight,0.1,0.005,7,odd,0.22193459898699075,0.07938992576535876,0.2102652897592634,0.1036495989275847
global_sign_pres_real_weight,0.1,0.005,8,even,0.10639744035433978,0.03108859421212552,0.10530529078096151,0.04969054879223842
global_sign_pres_real_weight,0.1,0.005,9,odd,0.12283348748460413,0.03859481119459032,0.12808486633002758,0.057366637607514315
global_sign_pres_real_weight,0.1,0.005,10,even,0.09598181063774973,0.02450395042019272,0.09593049576506019,0.04482616150143086
global_sign_pres_real_weight,0.1,0.01,1,odd,4.573893265984952,0.76319374643789,4.402144338935614,2.192067602205717
global_sign_pres_real_weight,0.1,0.01,2,even,1.775433778623119,0.4558236387424846,1.7545256884768605,0.8508879940256612
global_sign_pres_real_weight,0.1,0.01,3,odd,2.0865657890215514,0.41097399737841295,2.108948032837361,1.0
global_sign_pres_real_weight,0.1,0.01,4,even,0.5337520369328559,0.24131004470019463,0.5005005854181945,0.25580407756189033
global_sign_pres_real_weight,0.1,0.01,5,odd,0.775363117037341,0.28915602601737556,0.8431127201765776,0.3715977330390959
global_sign_pres_real_weight,0.1,0.01,6,even,0.14816786940209567,0.08176631443553925,0.11545255267992616,0.07101039908814746
global_sign_pres_real_weight,0.1,0.01,7,odd,0.1729079346638173,0.08059492215453738,0.16190628102049232,0.08286723360153365
global_sign_pres_real_weight,0.1,0.01,8,even,0.0506684934720397,0.0313309892190536,0.04637079546228051,0.024283199570620567
global_sign_pres_real_weight,0.1,0.01,9,odd,0.06970457090064883,0.02924019772145568,0.07241200795397162,0.03340636143245463
global_sign_pres_real_weight,0.1,0.01,10,even,0.044480542512610556,0.02059369752580785,0.04589830571785569,0.02131758449536773
real,0.0,0.0,1,odd,4.647700920636333,0.479708265195715,4.6849485411656815,1.9529265130395732
real,0.0,0.0,2,even,0.17726052395812641,0.029556913317225368,0.17257162556019345,0.07448344522687472
real,0.0,0.0,3,odd,2.379864725889025,0.4616009257941792,2.491843460161398,1.0
real,0.0,0.0,4,even,0.17151131336873834,0.02541858256677846,0.16847590933844003,0.0720676732181357
real,0.0,0.0,5,odd,1.0157676188231413,0.23850078746387227,0.9948414802904608,0.42681737653962243
real,0.0,0.0,6,even,0.17987032726916677,0.030153977699198326,0.18499190579450442,0.07558006356935863
