mode,shuffle_id,rho_target,leak,input_scale,MC,IPC,KR,GR,src,wt_mean,cosine_similarity,seed
sign_test0.2,0,0.8,1.0,0.5,7.059312343597412,9.920494258403778,5.350927352905273,8.42483139038086,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,1.0,1.0,5.667129993438721,7.941097497940063,6.634437561035156,13.413399696350098,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.8,1.0,1.5,3.760392427444458,5.428143560886383,7.23353910446167,16.68424415588379,chunk_0,0.0013489502016454,0.3206172883510589,48345
sign_test0.2,0,0.95,0.6,0.1,10.290864944458008,11.194541931152344,3.301203727722168,3.451843500137329,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,0.6,0.5,6.502212524414063,8.987774193286896,4.155676364898682,6.232218265533447,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,0.6,1.0,3.5089879035949707,4.778838694095612,5.006019115447998,9.51743984222412,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,0.6,1.5,2.46276330947876,3.8517157435417175,5.454895973205566,11.781818389892578,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,0.8,0.1,11.51279067993164,12.910801947116852,4.095880031585693,4.326844692230225,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,0.8,0.5,7.587887763977051,10.0513796210289,5.280848026275635,8.304943084716797,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,0.8,1.0,4.614847660064697,6.581454336643219,6.475462913513184,13.073298454284668,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,0.8,1.5,4.275227069854736,5.867463946342468,7.04767656326294,16.218481063842773,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,1.0,0.1,13.362711906433104,15.37117451429367,5.937864780426025,6.356719493865967,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,1.0,0.5,6.950861930847168,10.439853489398956,7.587599277496338,12.577548027038574,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,1.0,1.0,4.935145378112793,7.790854692459106,9.187013626098633,19.45840072631836,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,0.95,1.0,1.5,3.7834677696228023,5.559156596660614,9.82180118560791,23.550432205200195,chunk_0,0.0016018784372135,0.3206172883510589,48345
sign_test0.2,0,1.05,0.6,0.1,9.064531326293944,12.505638837814333,3.762200355529785,4.327405452728272,chunk_0,0.0017704970669001,0.3206173181533813,48345
